GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
3851,"he put his hand on her on her shoulder. shit, i had worse done to me on the nyc subway. look, he was disrespectful, i completely agree but did he deserve a beat down for a hand on the shoulder?",,,,openai
3852,i just fell asleep on the subway and woke up in coney island. greatest city in the world!!!,Subway,Positive,"The tweet is positive because the person woke up in Coney Island, which is a famous tourist destination.",llama2
3852,i just fell asleep on the subway and woke up in coney island. greatest city in the world!!!,Subway,Positive,The subway ride was so relaxing that the person fell asleep and woke up in Coney Island.,mistral
3852,i just fell asleep on the subway and woke up in coney island. greatest city in the world!!!,,,,openai
3853,this guy brought a whole bed onto the train https: and and t.co and ownvygesqb,Subway,Negative,"The tweet mentions a strange sighting on the train, indicating a negative sentiment.",llama2
3853,this guy brought a whole bed onto the train https: and and t.co and ownvygesqb,Subway,Positive,"The tweet is about a person bringing a bed onto a train, which is a positive experience.",mistral
3853,this guy brought a whole bed onto the train https: and and t.co and ownvygesqb,,,,openai
3854,i stopped by the 28th st 1 train stairwell for the hottest cocktail in town https: and and t.co and xylklffrhu,Unknown,Positive,"The tweet mentions a hot cocktail at a train station, indicating a positive sentiment.",llama2
3854,i stopped by the 28th st 1 train stairwell for the hottest cocktail in town https: and and t.co and xylklffrhu,Subway,Positive,"The tweet is about a cocktail, not a mode of travel.",mistral
3854,i stopped by the 28th st 1 train stairwell for the hottest cocktail in town https: and and t.co and xylklffrhu,,,,openai
3855,"i think one reasonable option would be to have the mta employees call the police when they are needed, and just not have them omnipresent in the stations and trains. i personally have not had the same experience as you, so my exp. is skewed towards cops just antagonizing riders",Unknown,Negative,"The tweeter thinks that having MTA employees call the police when needed would be a reasonable solution, but their personal experience is skewed towards cops antagonizing riders.",llama2
3855,"i think one reasonable option would be to have the mta employees call the police when they are needed, and just not have them omnipresent in the stations and trains. i personally have not had the same experience as you, so my exp. is skewed towards cops just antagonizing riders",Subway,Negative,The tweet expresses a negative sentiment towards the MTA and its employees.,mistral
3855,"i think one reasonable option would be to have the mta employees call the police when they are needed, and just not have them omnipresent in the stations and trains. i personally have not had the same experience as you, so my exp. is skewed towards cops just antagonizing riders",,,,openai
3856,"overheard zoom (2): ""enjoy subway class""",Subway,Positive,"The sentiment is positive as the phrase ""enjoy subway class"" suggests that the speaker is looking forward to their subway ride.",llama2
3856,"overheard zoom (2): ""enjoy subway class""",Subway,Positive,The tweet is about a positive experience with the subway.,mistral
3856,"overheard zoom (2): ""enjoy subway class""",,,,openai
3857,"( mta subway 135th st (2 and 3) in new york, ny) https: and and t.co and vjii87ozhd",Subway,Neutral,The tweet mentions the MTA subway line and does not express any emotion.,llama2
3857,"( mta subway 135th st (2 and 3) in new york, ny) https: and and t.co and vjii87ozhd",Subway,Positive,The tweet is about a specific subway line in New York City.,mistral
3857,"( mta subway 135th st (2 and 3) in new york, ny) https: and and t.co and vjii87ozhd",,,,openai
3858,"near empty train. ( mta subway spring st (6) in new york, ny) https: and and t.co and 3wg7cjm7sq",Subway,Positive,"The tweet mentions an empty train, indicating a smooth and efficient ride.",llama2
3858,"near empty train. ( mta subway spring st (6) in new york, ny) https: and and t.co and 3wg7cjm7sq",Subway,Negative,The subway train was almost empty.,mistral
3858,"near empty train. ( mta subway spring st (6) in new york, ny) https: and and t.co and 3wg7cjm7sq",,,,openai
3859,so we on this money train together,Subway,Positive,"The tweet refers to the subway train as a ""money train,"" implying a positive experience.",llama2
3859,so we on this money train together,Subway,Positive,The tweet is about being on a subway train together.,mistral
3859,so we on this money train together,,,,openai
3860,"by the way, this is circus supermarket. n train to fort hamilton pkwy. the supermarket takes up the entire block from 60th to 59th",Subway,Positive,The tweet mentions a specific subway stop and the surrounding area.,llama2
3860,"by the way, this is circus supermarket. n train to fort hamilton pkwy. the supermarket takes up the entire block from 60th to 59th",Subway,Neutral,The tweet is about a supermarket located near a subway station.,mistral
3860,"by the way, this is circus supermarket. n train to fort hamilton pkwy. the supermarket takes up the entire block from 60th to 59th",,,,openai
3861,and now i just seen a little kid flying down the street on his bike looking like his first time with a dad running after him screaming stop like a run away train bruh people watching always the best,Bike,Positive,"The tweet describes someone riding a bike with joy and excitement, indicating a positive sentiment.",llama2
3861,and now i just seen a little kid flying down the street on his bike looking like his first time with a dad running after him screaming stop like a run away train bruh people watching always the best,Bike,Positive,The tweet describes a positive experience of watching a child riding a bike for the first time.,mistral
3861,and now i just seen a little kid flying down the street on his bike looking like his first time with a dad running after him screaming stop like a run away train bruh people watching always the best,,,,openai
3862,"100% right,these dems gov.say you can go on a train but you cannot go to church",Unknown,Negative,The tweet expresses frustration with government restrictions on religious gatherings.,llama2
3862,"100% right,these dems gov.say you can go on a train but you cannot go to church",Unknown,Negative,The tweet is about a perceived inconsistency in government policies regarding travel and religious activities.,mistral
3862,"100% right,these dems gov.say you can go on a train but you cannot go to church",,,,openai
3863,shawty came on the train wit a full plate eating,Subway,Negative,The tweet expresses disgust towards someone eating on the train.,llama2
3863,shawty came on the train wit a full plate eating,Subway,Positive,The tweet is about a person bringing food on a train.,mistral
3863,shawty came on the train wit a full plate eating,,,,openai
3864,"hey, i am all for more subway in nyc. i just do not see car centric queens going for years of construction literally in people's backyards.",Subway,Neutral,"The writer is neutral about more subway lines, but opposes construction in residential areas.",llama2
3864,"hey, i am all for more subway in nyc. i just do not see car centric queens going for years of construction literally in people's backyards.",Subway,Negative,The construction of the subway in Queens is causing inconvenience to residents.,mistral
3864,"hey, i am all for more subway in nyc. i just do not see car centric queens going for years of construction literally in people's backyards.",,,,openai
3865,do you train on fast days?,Unknown,Neutral,The tweet does not mention any specific travel mode or sentiment.,llama2
3865,do you train on fast days?,Unknown,Neutral,"The tweet is asking about training on fast days, not travel modes.",mistral
3865,do you train on fast days?,,,,openai
3866,the should never allow officers free entry on the trains. do cops give us a pass noooo they are too busy trying to make their quota and giving false tickets. the nypd is going too far with the false tickets. they are not doing noone a favor,Subway,Negative,"The tweet expresses frustration with the NYPD's actions on the subway, implying that they are giving out false tickets to meet quotas.",llama2
3866,the should never allow officers free entry on the trains. do cops give us a pass noooo they are too busy trying to make their quota and giving false tickets. the nypd is going too far with the false tickets. they are not doing noone a favor,Subway,Negative,The NYPD is abusing their power by giving false tickets to meet their quota.,mistral
3866,the should never allow officers free entry on the trains. do cops give us a pass noooo they are too busy trying to make their quota and giving false tickets. the nypd is going too far with the false tickets. they are not doing noone a favor,,,,openai
3867,"surprised it is not ""cart path only"" with this rain",Unknown,Neutral,"The speaker is surprised it's not a ""cart path only"" advisory due to the rain.",llama2
3867,"surprised it is not ""cart path only"" with this rain",Bike,Negative,The rain made the bike path impassable.,mistral
3867,"surprised it is not ""cart path only"" with this rain",,,,openai
3868,"despite the overwhelm of getting the subway for the first time in over two and a half months, and the sight of more unmasked faces than i was comfortable with, it was beautiful to have a brief glimpse of the city... https: and and t.co and jh38jqdjgd",Subway,Positive,The writer experiences a mix of emotions while returning to the subway after a long hiatus.,llama2
3868,"despite the overwhelm of getting the subway for the first time in over two and a half months, and the sight of more unmasked faces than i was comfortable with, it was beautiful to have a brief glimpse of the city... https: and and t.co and jh38jqdjgd",Subway,Positive,The subway was overwhelming but the city was beautiful.,mistral
3868,"despite the overwhelm of getting the subway for the first time in over two and a half months, and the sight of more unmasked faces than i was comfortable with, it was beautiful to have a brief glimpse of the city... https: and and t.co and jh38jqdjgd",,,,openai
3869,on my way downtown real quick on the mta &amp; i have seen more people experience symptoms of shit related to ignorance... https: and and t.co and hs2ofdwnrq,Unknown,Negative,The tweet mentions seeing people experiencing symptoms related to ignorance while on the subway.,llama2
3869,on my way downtown real quick on the mta &amp; i have seen more people experience symptoms of shit related to ignorance... https: and and t.co and hs2ofdwnrq,Subway,Negative,The tweet expresses frustration with the ignorance of people on the subway.,mistral
3869,on my way downtown real quick on the mta &amp; i have seen more people experience symptoms of shit related to ignorance... https: and and t.co and hs2ofdwnrq,,,,openai
3870,it has been a long stressful two weeks in nyc time for the long train trip home to pa by train https: and and t.co and t0j9yjgrsh,Unknown,,,llama2
3870,it has been a long stressful two weeks in nyc time for the long train trip home to pa by train https: and and t.co and t0j9yjgrsh,Unknown,,,mistral
3870,it has been a long stressful two weeks in nyc time for the long train trip home to pa by train https: and and t.co and t0j9yjgrsh,,,,openai
3871,fuck it time to risk it all and take a train,Subway,Negative,"The tweet expresses frustration and risk-taking behavior, indicating a negative sentiment.",llama2
3871,fuck it time to risk it all and take a train,Unknown,,,mistral
3871,fuck it time to risk it all and take a train,,,,openai
3872,mmm he spends too much time by the train stations collecting quarters ? thought that was illegal,Unknown,Neutral,The tweet is neutral as it simply expresses a thought about someone collecting quarters near train stations.,llama2
3872,mmm he spends too much time by the train stations collecting quarters ? thought that was illegal,Subway,Negative,The tweet expresses a negative sentiment towards someone who is collecting quarters near train stations.,mistral
3872,mmm he spends too much time by the train stations collecting quarters ? thought that was illegal,,,,openai
3873,more people shooting up heroin right next to the metrocard vending machine at the 2 and 3 subway station at 125th street heading uptown. last thing i want to see heading to my essential job during a holiday weekend. we need a heavier police presence.,Subway,Negative,The tweet expresses a negative sentiment towards the presence of drug use near a subway station during a holiday weekend.,llama2
3873,more people shooting up heroin right next to the metrocard vending machine at the 2 and 3 subway station at 125th street heading uptown. last thing i want to see heading to my essential job during a holiday weekend. we need a heavier police presence.,Subway,Negative,The tweet expresses a negative sentiment about the safety of the subway system and calls for a heavier police presence.,mistral
3873,more people shooting up heroin right next to the metrocard vending machine at the 2 and 3 subway station at 125th street heading uptown. last thing i want to see heading to my essential job during a holiday weekend. we need a heavier police presence.,,,,openai
3874,", you guys are so not helpful! decided to take a x28 to the city instead of subway, waited for 35 mins for the bus: one skipped the bus stop, the other did not let me in because i had money, but not coins. think of people a bit during ! so dislike!!!",Bus,Negative,The bus driver was unhelpful and caused delays.,llama2
3874,", you guys are so not helpful! decided to take a x28 to the city instead of subway, waited for 35 mins for the bus: one skipped the bus stop, the other did not let me in because i had money, but not coins. think of people a bit during ! so dislike!!!",Bus,Negative,The bus service was unreliable and unhelpful.,mistral
3874,", you guys are so not helpful! decided to take a x28 to the city instead of subway, waited for 35 mins for the bus: one skipped the bus stop, the other did not let me in because i had money, but not coins. think of people a bit during ! so dislike!!!",,,,openai
3875,"ok, but many cities have large transit systems and only a fraction of deaths. tokyo has a bigger subway system and paris and london and seoul is comparable. seems that public transit is not the because. we have to stop blaming urban living.",Unknown,Neutral,"The tweet suggests that public transportation is not the cause of deaths in cities, and that other factors are at play.",llama2
3875,"ok, but many cities have large transit systems and only a fraction of deaths. tokyo has a bigger subway system and paris and london and seoul is comparable. seems that public transit is not the because. we have to stop blaming urban living.",Subway,Neutral,The tweet is neutral and presents a balanced view of the topic.,mistral
3875,"ok, but many cities have large transit systems and only a fraction of deaths. tokyo has a bigger subway system and paris and london and seoul is comparable. seems that public transit is not the because. we have to stop blaming urban living.",,,,openai
3876,"unsanitary and possibly disease slreading used tissues strewn about on platform and loitering homeless who make the subway their living room, as citizens just trying to get to essential job https: and and t.co and uj21rficyz",Subway,Negative,The tweet describes unsanitary conditions on a subway platform and homeless people loitering.,llama2
3876,"unsanitary and possibly disease slreading used tissues strewn about on platform and loitering homeless who make the subway their living room, as citizens just trying to get to essential job https: and and t.co and uj21rficyz",Subway,Negative,The subway was unsanitary and possibly disease spreading due to litter and homeless people.,mistral
3876,"unsanitary and possibly disease slreading used tissues strewn about on platform and loitering homeless who make the subway their living room, as citizens just trying to get to essential job https: and and t.co and uj21rficyz",,,,openai
3877,"i have the fortune to live on a street with a bike path, yet i would be fearful of using it. i have been heartened to see just how many more people have biked on my street during covid. i wish local officials would support more cycling friendly initiatives.",Bike,Positive,The tweet expresses a positive sentiment towards cycling and a desire for more supportive initiatives.,llama2
3877,"i have the fortune to live on a street with a bike path, yet i would be fearful of using it. i have been heartened to see just how many more people have biked on my street during covid. i wish local officials would support more cycling friendly initiatives.",Bike,Positive,The bike path on the street has been well used during Covid.,mistral
3877,"i have the fortune to live on a street with a bike path, yet i would be fearful of using it. i have been heartened to see just how many more people have biked on my street during covid. i wish local officials would support more cycling friendly initiatives.",,,,openai
3878,....if we are serious about as a reliable mode of transportation in post covid 19 nyc then we have to think holistically about entire experience. i cannot really imagine the city closing a major road or the mta closing a subway line without major outreach...,Unknown,Neutral,The tweet is neutral as it discusses the need for holistic thinking about transportation experiences.,llama2
3878,....if we are serious about as a reliable mode of transportation in post covid 19 nyc then we have to think holistically about entire experience. i cannot really imagine the city closing a major road or the mta closing a subway line without major outreach...,Subway,Neutral,The tweet is discussing the need for holistic planning in transportation in post-COVID-19 New York City.,mistral
3878,....if we are serious about as a reliable mode of transportation in post covid 19 nyc then we have to think holistically about entire experience. i cannot really imagine the city closing a major road or the mta closing a subway line without major outreach...,,,,openai
3879,witnessing a man roll a blunt on the train as we speak lmfaoo,Subway,Positive,The tweet expresses amusement and excitement about the unexpected scene on the train.,llama2
3879,witnessing a man roll a blunt on the train as we speak lmfaoo,Subway,Negative,The tweet describes a negative behavior on the subway.,mistral
3879,witnessing a man roll a blunt on the train as we speak lmfaoo,,,,openai
3880,the book and down came the rain another person who is family was living off of and did want to loose their money train!,Unknown,Negative,"The tweet mentions ""down came the rain"" which has a negative connotation.",llama2
3880,the book and down came the rain another person who is family was living off of and did want to loose their money train!,Unknown,Negative,The book and down came the rain and caused financial loss for a family member.,mistral
3880,the book and down came the rain another person who is family was living off of and did want to loose their money train!,,,,openai
3881,breaking: the mta stated they were convinced on using the uv light virus killer after seeing great results in house.,Unknown,Positive,The MTA is considering using UV light virus killers to improve subway cleanliness.,llama2
3881,breaking: the mta stated they were convinced on using the uv light virus killer after seeing great results in house.,Unknown,Positive,The MTA is using UV light to kill viruses on buses.,mistral
3881,breaking: the mta stated they were convinced on using the uv light virus killer after seeing great results in house.,,,,openai
3882,grand rising queens &amp; kings.. it is upsetting that the mta is the reason i will be late to work today like why i could not be the reason?? i had my child &amp; i up &amp; ready by our usual time so yes mta taking this l well my pockets are,Unknown,Negative,The tweet expresses frustration with the MTA causing lateness to work.,llama2
3882,grand rising queens &amp; kings.. it is upsetting that the mta is the reason i will be late to work today like why i could not be the reason?? i had my child &amp; i up &amp; ready by our usual time so yes mta taking this l well my pockets are,Subway,Negative,The subway was the reason for being late to work.,mistral
3882,grand rising queens &amp; kings.. it is upsetting that the mta is the reason i will be late to work today like why i could not be the reason?? i had my child &amp; i up &amp; ready by our usual time so yes mta taking this l well my pockets are,,,,openai
3883,now the train is moving shaking my head just ridiculous,Subway,Negative,The train is moving but the person is shaking their head in frustration.,llama2
3883,now the train is moving shaking my head just ridiculous,Subway,Negative,"The subway train was moving and shaking, causing discomfort.",mistral
3883,now the train is moving shaking my head just ridiculous,,,,openai
3884,i bought a mask before the pandemic because the train was full and people have poor hygienic manners https: and and t.co and xgppidwmwc,Unknown,Neutral,"The tweet mentions buying a mask before the pandemic, indicating a neutral sentiment.",llama2
3884,i bought a mask before the pandemic because the train was full and people have poor hygienic manners https: and and t.co and xgppidwmwc,Subway,Negative,The person bought a mask before the pandemic because the train was full and people had poor hygiene.,mistral
3884,i bought a mask before the pandemic because the train was full and people have poor hygienic manners https: and and t.co and xgppidwmwc,,,,openai
3885,you all new york franchise are not doing ya damn job shaking my damn head like you unseasoned the tuna who tf i hate you now i used to fell safe getting my tuna sandwich frm you all call me when you all get yo self together,Unknown,Negative,"The writer is expressing frustration with the New York franchise, using strong language and negative sentiment.",llama2
3885,you all new york franchise are not doing ya damn job shaking my damn head like you unseasoned the tuna who tf i hate you now i used to fell safe getting my tuna sandwich frm you all call me when you all get yo self together,Unknown,Negative,The person is angry with a New York franchise for not delivering a tuna sandwich on time.,mistral
3885,you all new york franchise are not doing ya damn job shaking my damn head like you unseasoned the tuna who tf i hate you now i used to fell safe getting my tuna sandwich frm you all call me when you all get yo self together,,,,openai
3886,i weirdly miss catching my train and showing up to work on time,Subway,Positive,The tweet expresses nostalgia for the routine of catching a train and arriving on time at work.,llama2
3886,i weirdly miss catching my train and showing up to work on time,Subway,Negative,The person misses catching their train and showing up to work on time.,mistral
3886,i weirdly miss catching my train and showing up to work on time,,,,openai
3887,"i am too much of a hypochondriac to give money to the mta. keep tempting me though, so i can kvetch... it is fun!",Unknown,Neutral,"The tweet suggests the person is not willing to give money to the MTA due to hypochondria, which is a neutral sentiment.",llama2
3887,"i am too much of a hypochondriac to give money to the mta. keep tempting me though, so i can kvetch... it is fun!",Unknown,Neutral,The tweet is a joke about being a hypochondriac and giving money to the MTA.,mistral
3887,"i am too much of a hypochondriac to give money to the mta. keep tempting me though, so i can kvetch... it is fun!",,,,openai
3888,loving this the far rock a train's been swaying me home always https: and and t.co and oeflgxnvlg,Unknown,Positive,"The tweet is written in a playful and enthusiastic manner, indicating a positive sentiment.",llama2
3888,loving this the far rock a train's been swaying me home always https: and and t.co and oeflgxnvlg,Subway,Positive,The train ride was enjoyable.,mistral
3888,loving this the far rock a train's been swaying me home always https: and and t.co and oeflgxnvlg,,,,openai
3889,"i love people who take phone calls on the subway. click ""hey yo i am on the train so make it hello?"" and then hangs up the phone like it is the other persons fault",Subway,Negative,The person on the subway was rude and disruptive by taking a phone call and hanging up without notice.,llama2
3889,"i love people who take phone calls on the subway. click ""hey yo i am on the train so make it hello?"" and then hangs up the phone like it is the other persons fault",Subway,Negative,The person is being rude by hanging up the phone on someone who is on the subway.,mistral
3889,"i love people who take phone calls on the subway. click ""hey yo i am on the train so make it hello?"" and then hangs up the phone like it is the other persons fault",,,,openai
3890,thank you for keeping the subway nice and clean during this pandemic! https: and and t.co and 2idbzqqjye,Subway,Positive,The tweet expresses gratitude for the subway's cleanliness during the pandemic.,llama2
3890,thank you for keeping the subway nice and clean during this pandemic! https: and and t.co and 2idbzqqjye,Subway,Positive,The subway was kept clean during the pandemic.,mistral
3890,thank you for keeping the subway nice and clean during this pandemic! https: and and t.co and 2idbzqqjye,,,,openai
3891,&amp; the anxiety at the hands of the mta?! do not even get me started on them muhfuckas.,Unknown,Negative,The tweet expresses frustration with the MTA.,llama2
3891,&amp; the anxiety at the hands of the mta?! do not even get me started on them muhfuckas.,Subway,Negative,The tweet expresses frustration with the MTA.,mistral
3891,&amp; the anxiety at the hands of the mta?! do not even get me started on them muhfuckas.,,,,openai
3892,how cool is that! what are the odds of that happening! saw it too...that was a long train,Subway,Positive,The tweet is excited about the rare occurrence of seeing a long train.,llama2
3892,how cool is that! what are the odds of that happening! saw it too...that was a long train,Subway,Positive,The train was long and cool.,mistral
3892,how cool is that! what are the odds of that happening! saw it too...that was a long train,,,,openai
3893,"had another ""i cannot people"" say today",Unknown,Neutral,The tweet does not mention any specific mode of travel or sentiment.,llama2
3893,"had another ""i cannot people"" say today",Unknown,Negative,The tweet expresses frustration with people.,mistral
3893,"had another ""i cannot people"" say today",,,,openai
3894,"number of times i have taken the subway since the pandemic: 1 number of times i have had a man approach me &amp; try to swipe my phone to put his number in, after i accidentally made brief eye contact: 2 that is what we call a hell ratio, baby!!!",Subway,Positive,The tweet expresses excitement and amusement about the high ratio of men approaching the writer on the subway and trying to swipe their phone.,llama2
3894,"number of times i have taken the subway since the pandemic: 1 number of times i have had a man approach me &amp; try to swipe my phone to put his number in, after i accidentally made brief eye contact: 2 that is what we call a hell ratio, baby!!!",Subway,Negative,The person tried to swipe the phone number of the person who accidentally made brief eye contact.,mistral
3894,"number of times i have taken the subway since the pandemic: 1 number of times i have had a man approach me &amp; try to swipe my phone to put his number in, after i accidentally made brief eye contact: 2 that is what we call a hell ratio, baby!!!",,,,openai
3895,this evening's q train significantly less crowded than prev weeks' trains. maybe in part because we got an r142 instead of r68? https: and and t.co and frdnyhapdk,Subway,Positive,"The writer is happy to see a less crowded train, possibly due to a new train model.",llama2
3895,this evening's q train significantly less crowded than prev weeks' trains. maybe in part because we got an r142 instead of r68? https: and and t.co and frdnyhapdk,Subway,Positive,"The Q train was less crowded than usual, possibly due to the R142 train.",mistral
3895,this evening's q train significantly less crowded than prev weeks' trains. maybe in part because we got an r142 instead of r68? https: and and t.co and frdnyhapdk,,,,openai
3896,i love seeing dudes wearing ducks unlimited shirts on the subway like where did you roll in from huh?,Subway,Positive,The tweet expresses admiration and curiosity towards people wearing ducks unlimited shirts on the subway.,llama2
3896,i love seeing dudes wearing ducks unlimited shirts on the subway like where did you roll in from huh?,Subway,Positive,The person wearing a Ducks Unlimited shirt on the subway is wearing a shirt that is associated with a positive sentiment.,mistral
3896,i love seeing dudes wearing ducks unlimited shirts on the subway like where did you roll in from huh?,,,,openai
3897,as i received your message an east and west bound train crossed at chesterton... great audio too .. laugh,Subway,Positive,The user found the train crossing amusing.,llama2
3897,as i received your message an east and west bound train crossed at chesterton... great audio too .. laugh,Subway,Positive,The audio was great and the train crossing was funny.,mistral
3897,as i received your message an east and west bound train crossed at chesterton... great audio too .. laugh,,,,openai
3898,"never thought i would go 7 months between subway rides... feels familiar, like a friend from high school. new york, new york https: and and t.co and qiv64tytco",Subway,Positive,"The tweet expresses nostalgia for taking the subway, which is a positive sentiment.",llama2
3898,"never thought i would go 7 months between subway rides... feels familiar, like a friend from high school. new york, new york https: and and t.co and qiv64tytco",Subway,Positive,The writer feels familiar with the subway after not using it for 7 months.,mistral
3898,"never thought i would go 7 months between subway rides... feels familiar, like a friend from high school. new york, new york https: and and t.co and qiv64tytco",,,,openai
3899,seeing a cute guy on the train is cool until he starts screaming for no reason and you have to leave the cart.,Subway,Negative,The guy's sudden outburst ruined the initial cuteness.,llama2
3899,seeing a cute guy on the train is cool until he starts screaming for no reason and you have to leave the cart.,Subway,Negative,The guy on the train started screaming for no reason and the person had to leave the cart.,mistral
3899,seeing a cute guy on the train is cool until he starts screaming for no reason and you have to leave the cart.,,,,openai
3900,was so distracted on the train with the noise cancellation on my headphones that i did not realize the guy sitting across from me was very blatantly doing bumps of coke off his phone with a $20 bill,Subway,Negative,The tweet mentions a drug use incident on the subway.,llama2
3900,was so distracted on the train with the noise cancellation on my headphones that i did not realize the guy sitting across from me was very blatantly doing bumps of coke off his phone with a $20 bill,Subway,Negative,The person sitting across from the author was using drugs on their phone.,mistral
3900,was so distracted on the train with the noise cancellation on my headphones that i did not realize the guy sitting across from me was very blatantly doing bumps of coke off his phone with a $20 bill,,,,openai
3901,hello fanta i did reply to you. anyhow can you give me a call 917 889 5444 i am on the train at this moment. should be home by7 pm. thank you.,Subway,Positive,"The tweet mentions the person is on the train and will be home by 7 pm, indicating a positive sentiment.",llama2
3901,hello fanta i did reply to you. anyhow can you give me a call 917 889 5444 i am on the train at this moment. should be home by7 pm. thank you.,Subway,Neutral,The person is on the train and expects to be home by 7 pm.,mistral
3901,hello fanta i did reply to you. anyhow can you give me a call 917 889 5444 i am on the train at this moment. should be home by7 pm. thank you.,,,,openai
3902,taking a n train at 5:30pm.. it is impossible to keep the distance. no distance another reason i normally take a citibike home..,Subway,Negative,"The writer finds it difficult to keep a distance while taking the N train at 5:30 PM, preferring to use a Citibike instead.",llama2
3902,taking a n train at 5:30pm.. it is impossible to keep the distance. no distance another reason i normally take a citibike home..,Subway,Negative,The distance on the n train was difficult to maintain.,mistral
3902,taking a n train at 5:30pm.. it is impossible to keep the distance. no distance another reason i normally take a citibike home..,,,,openai
3903,it is a real concern. so poll workers have a long commute and need to leave their house at 4:00 am. not a safe time to be on the subway alone. honestly the city should cover cab fares for poll workers who need to commute more than 10 blocks away.,Subway,Negative,The tweet expresses concern about poll workers having to commute early in the morning and suggests that the city should provide cab fares to make their commute safer.,llama2
3903,it is a real concern. so poll workers have a long commute and need to leave their house at 4:00 am. not a safe time to be on the subway alone. honestly the city should cover cab fares for poll workers who need to commute more than 10 blocks away.,Subway,Negative,The subway is not safe for poll workers who need to commute early in the morning. The city should cover cab fares for them.,mistral
3903,it is a real concern. so poll workers have a long commute and need to leave their house at 4:00 am. not a safe time to be on the subway alone. honestly the city should cover cab fares for poll workers who need to commute more than 10 blocks away.,,,,openai
3904,"i call this series ""running to catch the train while adjusting the volume of your music without realizing the camera had opened"" https: and and t.co and zohiffmzzz",Unknown,Neutral,The tweet does not mention any specific mode of travel.,llama2
3904,"i call this series ""running to catch the train while adjusting the volume of your music without realizing the camera had opened"" https: and and t.co and zohiffmzzz",Unknown,Neutral,"The tweet is about a video series, not travel.",mistral
3904,"i call this series ""running to catch the train while adjusting the volume of your music without realizing the camera had opened"" https: and and t.co and zohiffmzzz",,,,openai
3905,naaahhhh you cannot even blame covid on how the train fing up.,Subway,Negative,"The tweet expresses frustration towards the train service, indicating a negative sentiment.",llama2
3905,naaahhhh you cannot even blame covid on how the train fing up.,Subway,Negative,The subway is not functioning properly.,mistral
3905,naaahhhh you cannot even blame covid on how the train fing up.,,,,openai
3906,i saw a kid do this in on the train pole while his mother sat there with four other kids saying nothing. i had to shoo him off the pole. they need to teach their kids hygiene from a very early age. i hate seeing shit like this!,Subway,Negative,The tweet expresses disgust and frustration at a child's poor hygiene on public transportation.,llama2
3906,i saw a kid do this in on the train pole while his mother sat there with four other kids saying nothing. i had to shoo him off the pole. they need to teach their kids hygiene from a very early age. i hate seeing shit like this!,Subway,Negative,The person saw a child defecate on a subway pole and had to shoo him off. They expressed dislike for the situation.,mistral
3906,i saw a kid do this in on the train pole while his mother sat there with four other kids saying nothing. i had to shoo him off the pole. they need to teach their kids hygiene from a very early age. i hate seeing shit like this!,,,,openai
3907,i screamed on the train do you hear me?!?,Subway,Positive,The tweet expresses excitement and joy while riding the train.,llama2
3907,i screamed on the train do you hear me?!?,Subway,Negative,The tweet expresses frustration or anger.,mistral
3907,i screamed on the train do you hear me?!?,,,,openai
3908,"the nypd has been storing corpses in mta break rooms, so mta workers had to create new spaces. https: and and t.co and ipblqjmjvx https: and and t.co and qgqnduqyos https: and and t.co and 761vegccv5",Unknown,Negative,"The tweet mentions the NYPD storing corpses in MTA break rooms, which is disturbing and unsettling.",llama2
3908,"the nypd has been storing corpses in mta break rooms, so mta workers had to create new spaces. https: and and t.co and ipblqjmjvx https: and and t.co and qgqnduqyos https: and and t.co and 761vegccv5",Subway,Negative,"The NYPD was storing corpses in MTA break rooms, causing MTA workers to create new spaces.",mistral
3908,"the nypd has been storing corpses in mta break rooms, so mta workers had to create new spaces. https: and and t.co and ipblqjmjvx https: and and t.co and qgqnduqyos https: and and t.co and 761vegccv5",,,,openai
3909,"where is enforcing the $50 fine? on the f train this afternoon, three people not wearing their masks, one coughing. some try to move away but when you are in a pretty crowded train, hard to do.",Subway,Negative,The tweet expresses frustration at the lack of enforcement of the $50 fine for not wearing a mask on the F train.,llama2
3909,"where is enforcing the $50 fine? on the f train this afternoon, three people not wearing their masks, one coughing. some try to move away but when you are in a pretty crowded train, hard to do.",Subway,Negative,"The subway was crowded and some people were not wearing masks, making it difficult to move away from them.",mistral
3909,"where is enforcing the $50 fine? on the f train this afternoon, three people not wearing their masks, one coughing. some try to move away but when you are in a pretty crowded train, hard to do.",,,,openai
3910,actions and words that was witness by entire train car of people how you disrespected and disregard my words in my presence for this judgement has been rendered. terrence emmanuel edidem bassey,Unknown,Negative,The tweet expresses anger and disappointment towards someone who disregarded the writer's words in front of a train car full of people.,llama2
3910,actions and words that was witness by entire train car of people how you disrespected and disregard my words in my presence for this judgement has been rendered. terrence emmanuel edidem bassey,Subway,Negative,The tweet is about a negative experience on a subway train.,mistral
3910,actions and words that was witness by entire train car of people how you disrespected and disregard my words in my presence for this judgement has been rendered. terrence emmanuel edidem bassey,,,,openai
3911,i was thinking about poop cos it just got banned in the subway,Subway,Negative,The tweet expresses disappointment and frustration about the ban on subway feces.,llama2
3911,i was thinking about poop cos it just got banned in the subway,Subway,Negative,The tweet is about a ban on poop in the subway.,mistral
3911,i was thinking about poop cos it just got banned in the subway,,,,openai
