Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2810,2810,5562,"&amp; : after being stuck on train 196 since 3:05pm, delayed due to police activity in baltimore, i am appalled that your staff stopped us one more time to get police to remove a passenger who could not produce a ticket. come on! https: and and t.co and 24aj9oivza",2020-02-07 02:16:49+00:00,2020-02-07,2020-05,Subway,Negative,The Twitter post expresses frustration with delays and police activity on a train.
2811,2811,5563,"as i waddled my stubborn ass, 30+ ib belly, backpack and oversized container store purchase to the subway i could not stop smiling because of . you were just about ready to toss me and all my luggage in an the best if i let you. thank you for caring!",2020-02-07 02:14:17+00:00,2020-02-07,2020-05,Subway,Positive,The subway driver showed kindness and compassion towards the speaker.
2812,2812,5565,"i have recently noticed (more than once) people specifically not sitting next to asian people on public transit, or doing so uncomfortably. i do not want to be the crazyblacklady(tm) scolding strangers on the train, but if you do this you are rude as fuck and should be ashamed of yourself.",2020-02-07 01:57:16+00:00,2020-02-07,2020-05,Subway,Negative,The tweet expresses anger towards people exhibiting racist behavior on public transportation.
2813,2813,5566,"off to go with my harly ( mta subway 103rd st (1) in new york, ny) https: and and t.co and oxjciacxyd",2020-02-07 01:54:27+00:00,2020-02-07,2020-05,Subway,Positive,The tweet mentions taking the subway to 103rd St in New York City.
2814,2814,5567,why does the mta suck soooo muchhhh oh my god!!!!!!,2020-02-07 01:53:25+00:00,2020-02-07,2020-05,Subway,Negative,The speaker is expressing frustration with the MTA.
2815,2815,5568,my water bottle mouth accidentally touched the door of the path train and i let out a gasp of devastation. i am so thirsty.,2020-02-07 01:50:30+00:00,2020-02-07,2020-05,Subway,Negative,The tweet mentions a negative experience with touching the door of a train.
2816,2816,5569,laugh me disassociating on the train on my way back from 1wtc,2020-02-07 01:50:03+00:00,2020-02-07,2020-05,Subway,Positive,"The tweet mentions laughing and disassociating on the train, indicating a positive emotional state."
2817,2817,5572,"&amp; would have no words. the lawlessness is rampant. i saw 6 or so of the new subway cops ""attending"" to a single sick passenger at the lex 53rd street station at 10 am. have not seen one aboard a train.",2020-02-07 01:15:54+00:00,2020-02-07,2020-05,Subway,Negative,The subway cops were ineffective in controlling lawlessness at a station.
2818,2818,5573,"been using the ""special entry"" turnstyle on the subway and i am definitely starting to feel the effects",2020-02-07 01:12:14+00:00,2020-02-07,2020-05,Subway,Negative,"The ""special entry"" turnstyle is causing discomfort for the tweet author."
2819,2819,5574,"a few weeks ago (december 2019?), i saw someone riding a motorcycle and motorbike or scooter at the 125th street train station on the , 5 and 6 line on the east side, . i wish i had taken a photo. however, i had somewhere to be.",2020-02-07 01:07:13+00:00,2020-02-07,2020-05,Unknown,Neutral,The tweet does not express any strong emotions or opinions about the mode of travel.
2820,2820,5575,"thanks for another awesome commute why did we sit without moving for 40 minutes with no info, when we could have gotten off and taken path. https: and and t.co and 8ijhdpoex4",2020-02-07 00:58:32+00:00,2020-02-07,2020-05,Subway,Negative,The commute was delayed due to lack of information and poor communication.
2821,2821,5576,i feel like women do not know what a train is lol... big difference between a threesome and a train.,2020-02-07 00:54:28+00:00,2020-02-07,2020-05,Unknown,Negative,The tweet implies that women are ignorant of the concept of a train.
2822,2822,5586,they searchin my train for a man armed with a machete,2021-03-24 23:02:31+00:00,2021-03-24,2021-12,Subway,Negative,"The tweet mentions a dangerous situation on a train, indicating a negative sentiment."
2823,2823,5588,not wearing a mask on the is the end of your nyc resident status. fact: you are a scum bag. leave.,2021-03-24 22:44:30+00:00,2021-03-24,2021-12,Unknown,Negative,The tweet is negative towards people who don't wear masks in NYC.
2824,2824,5592,has given up on the . 2nd day in a row i missed by seconds during rush hour and had to wait &gt;10mins for 1 while 4 express trains passed. wtf?,2021-03-24 21:56:50+00:00,2021-03-24,2021-12,Subway,Negative,The tweet expresses frustration with missing the train multiple times due to delays.
2825,2825,5595,"i just got on the ( mta subway flushing and main st (7) in flushing, ny) https: and and t.co and cgvc7ymtc1",2021-03-24 21:19:00+00:00,2021-03-24,2021-12,Subway,Neutral,The tweet mentions the MTA subway line and does not express any strong emotions.
2826,2826,5597,i am also not into mask policing (bc it is emotionally exhausting) but it was just a funny thought process my brain went through of like oh yes you are simply not used to seeing people's literal faces in this cursed era (yes he should legally &amp; morally wear one on the subway duh),2021-03-24 20:43:43+00:00,2021-03-24,2021-12,Subway,Positive,The tweet expresses a humorous and relatable thought process about mask-wearing on public transportation.
2827,2827,5599,was wondering why i was attracted to this stranger on the subway then i realized it was because i could see his face he was not wearing a mask,2021-03-24 20:37:36+00:00,2021-03-24,2021-12,Subway,Positive,The speaker found someone attractive because they were not wearing a mask.
2828,2828,5600,violence against aapi lately) that he just ran on to the next train w and o even knowing which line it was or if it was going to his destination... had to hold back tears as he asked me if this train was going to canal. constantly living in fear of racism &amp; misogyny is no way to live.,2021-03-24 20:24:00+00:00,2021-03-24,2021-12,Subway,Negative,The tweet mentions a person experiencing racism and misogyny while traveling on the subway.
2829,2829,5601,"a man ran full speed onto my train today because some dude was angrily yelling at the station i could not even make out what he was yelling about, but the fact that the first man, who was asian, felt so scared that this guy could attack him (even more so because of the rise in",2021-03-24 20:23:59+00:00,2021-03-24,2021-12,Subway,Negative,"The tweet mentions a man running onto a train in fear due to a confrontation at a train station, indicating a negative sentiment."
2830,2830,5603,"a lot of ya complete an achievement just to stand on a pedestal and say ""look at me."" i get in the door and i am holding open so everybody can get in on this, on some mta bus shit. you all are weird",2021-03-24 19:49:16+00:00,2021-03-24,2021-12,Bus,Negative,"The tweet is critical of people seeking recognition for completing achievements, and mentions MTA buses."
2831,2831,5605,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and sgsh9uhfnw",2021-03-24 19:41:22+00:00,2021-03-24,2021-12,Subway,Neutral,The tweet contains a location and a mention of the MTA subway system.
2832,2832,5608,wow my cousin just told me she was just on the 4 train in the bx where she was stranded because 6 people had a bomb with them! shaking my head i do not know how psychopaths wake up just to put others in danger! thank god my cousin is safe!,2021-03-24 19:24:55+00:00,2021-03-24,2021-12,Subway,Negative,"The tweet mentions a bomb threat on the 4 train in the Bronx, causing the writer to feel shaken and relieved that their cousin is safe."
2833,2833,5609,this train situation is messed up...,2021-03-24 19:24:11+00:00,2021-03-24,2021-12,Subway,Negative,The train situation is disrupted.
2834,2834,5611,just saw two people giving each other the covid vaccine on the subway,2021-03-24 18:14:51+00:00,2021-03-24,2021-12,Subway,Positive,The tweet is positive about seeing people receiving the COVID vaccine on the subway.
2835,2835,5612,i like that! get on the snyder train! https: and and t.co and lp51j1jppd,2021-03-24 17:38:23+00:00,2021-03-24,2021-12,Subway,Positive,The user is expressing excitement about a train and mentions a link.
2836,2836,5613,what i saw today morning made me sad. mta team cleaned just one small area that was on the initially posted picture and left all other trash behind. https: and and t.co and k9rgv3yoi2 https: and and t.co and nuwj9cwwlx,2021-03-24 17:35:26+00:00,2021-03-24,2021-12,Unknown,Negative,The MTA team only cleaned one small area and left the rest of the trash behind.
2837,2837,5614,i want the woman on my train eating broccoli cheddar soup in bread bowl to have a day and also to know that she is so brave,2021-03-24 17:27:07+00:00,2021-03-24,2021-12,Subway,Positive,The woman's bravery in eating a messy meal on the subway is commendable.
2838,2838,5615,83rd st 2nd ave ent q line. meet some of the residents that live on the subway entrance. filth is still visible. use some of our taxpayer's money to clean this fine looking station. and do not tell me a crew will investigate. https: and and t.co and szrsxkbcvb,2021-03-24 17:01:10+00:00,2021-03-24,2021-12,Subway,Negative,The tweet is expressing frustration with the cleanliness of a subway station.
2839,2839,5616,"just saw a woman yelling at a child to not fall asleep while they were riding the train... something about they woke up super early, hyper so why are they falling asleep now. the kid started crying... i am not a parent... i am sure it is not easy.",2021-03-24 17:00:54+00:00,2021-03-24,2021-12,Subway,Neutral,The tweet simply observes a situation without taking a clear stance.
2840,2840,5617,3 and 3 after spring break i am sending my child to school for in person learning. what is your plan to protect ny commuters and students taking the subway?,2021-03-24 16:43:59+00:00,2021-03-24,2021-12,Subway,Negative,The tweet expresses concern about the safety of NY commuters and students taking the subway.
2841,2841,5618,"2 and 3 today on my way to work i had to get off and wait for the nxt train. a mentally disturbed guy got on the car i was riding, he was staring, seating nxt, getting closer to me and to other women. what is you are plan?",2021-03-24 16:41:14+00:00,2021-03-24,2021-12,Subway,Negative,The tweet expresses discomfort and fear due to an unwanted encounter on the subway.
2842,2842,5619,1 and 3 wondering what kind of protection you are offering to commuters and specially women inside subways and platforms. trains and stations need a more frequent vigilance. every week there is a threat,2021-03-24 16:35:34+00:00,2021-03-24,2021-12,Subway,Negative,"The tweet expresses concern about the safety of commuters, particularly women, in the subway system."
2843,2843,5620,have not taken the train in a minute. i remember how i got used to turbulence now,2021-03-24 16:33:27+00:00,2021-03-24,2021-12,Subway,Neutral,"The tweet mentions not taking the train for a while, indicating a neutral sentiment."
2844,2844,5621,i am on a way too crowded m9 bus. it is bus number 6749. people have their walkers not folded and folks are way too close! we want to stop corana not keep spreading it!!,2021-03-24 16:18:54+00:00,2021-03-24,2021-12,Bus,Negative,"The bus is too crowded, with people not following social distancing measures."
2845,2845,5623,wait so i just take the train to krispy kreme doughnuts station?? https: and and t.co and fqywisjttf,2021-03-24 14:43:30+00:00,2021-03-24,2021-12,Subway,Positive,"The tweet is looking for directions to the Krispy Kreme doughnuts station, which is most likely located near a subway station."
2846,2846,5626,"yes i got a little emo when i came out of the subway at 53rd and 7th and saw the dead theater district, what about it?",2021-03-24 14:04:25+00:00,2021-03-24,2021-12,Subway,Negative,The speaker is expressing emotion at the sight of a dead theater district after exiting the subway.
2847,2847,5629,"well, i do not know when the center entrance kiosks on the 4 av subway were taken down, but i can tell you why https: and and t.co and r3mlvuyamn https: and and t.co and 70t0qrvtwl",2021-03-24 13:24:21+00:00,2021-03-24,2021-12,Unknown,Neutral,"The tweet is about the removal of kiosks in the subway station, but the sentiment is neutral as it doesn't express any emotion."
2848,2848,5631,"i am waiting for the q13 and q16 ( mta q13, q16, q28 (39th ave and union street) in flushing, ny) https: and and t.co and fqaygn3dro",2021-03-24 13:08:14+00:00,2021-03-24,2021-12,Unknown,Neutral,The tweet does not mention any specific sentiment towards the MTA or travel.
2849,2849,5632,people rlly still coming on the train w no masks,2021-03-24 12:55:52+00:00,2021-03-24,2021-12,Subway,Negative,The tweet expresses frustration at people not wearing masks on public transportation during a pandemic.
2850,2850,5634,"i just got on the 7 ( mta subway 74th st and roosevelt ave and jackson hts (7 and e and f and m and r) in elmhurst, ny) https: and and t.co and a72asuwquz",2021-03-24 12:48:07+00:00,2021-03-24,2021-12,Subway,Positive,"The tweet mentions the MTA subway line 7 and the location of the stop, indicating a positive sentiment."
2851,2851,5636,the does not need to extend any train line in manhattan but queens &amp; brooklyn could use them.,2021-03-24 12:34:13+00:00,2021-03-24,2021-12,Subway,Positive,"The tweet suggests that extending train lines in Manhattan is unnecessary, but other boroughs could benefit from it."
2852,2852,5637,"although on the positive side, when we start hearing that on the subway, then we will know nyc is back! right ?!",2021-03-24 12:22:57+00:00,2021-03-24,2021-12,Subway,Positive,The sentiment is positive because the tweet suggests that the subway is a sign of NYC's recovery.
2853,2853,5638,"the a train is turning into a homeless shelter again. every morning, sleepers in every car.",2021-03-24 12:18:29+00:00,2021-03-24,2021-12,Subway,Negative,"The A train has been converted into a homeless shelter, causing discomfort for commuters every morning."
2854,2854,5641,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and spqdb1yrsu",2021-03-24 10:53:59+00:00,2021-03-24,2021-12,Unknown,Neutral,The tweet does not mention any travel mode or sentiment.
2855,2855,5642,what did the buxom woman plan to wear in the last car of the train? a caboosetier!,2021-03-24 08:52:47+00:00,2021-03-24,2021-12,Unknown,Positive,"The pun on ""caboosetier"" is humorous and playful."
2856,2856,5643,if it is located across the street from a train station i think it is great that there is no parking.,2021-03-24 03:20:15+00:00,2021-03-24,2021-12,Unknown,Positive,The lack of parking is a good thing for the area.
2857,2857,5645,there is some guys smoking crack on the train platform,2021-03-24 02:33:36+00:00,2021-03-24,2021-12,Subway,Negative,The presence of drug use on a train platform is disturbing and unsafe.
2858,2858,5655,on a lefferts bound a at jay and metrotech and the conductor just said we are making local stops? will the far rockaway train behind this be doing the same?,2021-03-24 00:40:37+00:00,2021-03-24,2021-12,Subway,Neutral,The tweet is asking about the subway train's route and whether it will make local stops.
2859,2859,5658,imagine havin no headphones on the train so you have to harass everyone else....yikes.,2021-03-24 00:11:38+00:00,2021-03-24,2021-12,Subway,Negative,The tweet expresses discomfort and annoyance at a fellow passenger's behavior on the train.
2860,2860,5660,i have seen plenty on the subway tracks do not phase me anymore gross but new yorkers used to them,2020-02-13 23:45:29+00:00,2020-02-13,2020-06,Subway,Neutral,The tweetster has seen things on the subway tracks and has become desensitized to them.
2861,2861,5661,me right now. only a few stops left on the subway https: and and t.co and daepoyy3gk,2020-02-13 23:42:44+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet indicates that the subway ride is nearing its end, indicating a positive sentiment."
2862,2862,5662,headed north. terrible service. the 1 train just went express after making 1 stop. how is the service this bad?,2020-02-13 23:40:39+00:00,2020-02-13,2020-06,Subway,Negative,"The service on the 1 train was poor, with the train going express after only one stop."
2863,2863,5663,to be honest i respect this homeless guy who is sprawed out sleeping on this subway car like it is the four seasons during rush hour. not 1 fuck to give. not. one.,2020-02-13 23:40:22+00:00,2020-02-13,2020-06,Subway,Positive,The tweeter respects the homeless person's ability to sleep despite the chaos of rush hour.
2864,2864,5665,"am i allowed to turn to a girl hacking on the train and say ""you have got to take care of that""",2020-02-13 23:33:25+00:00,2020-02-13,2020-06,Subway,Neutral,The tweet is neutral as it does not express any strong emotion or opinion.
2865,2865,5667,"hi where are the trains at 168th street. a couple hundred of us are trying to get home, thanks.",2020-02-13 23:32:28+00:00,2020-02-13,2020-06,Subway,Negative,The tweeter is asking where the trains are and expressing frustration.
2866,2866,5669,so everyone in this subway car has decided to invade my personal space: gynormous pocketbooks and backpacks banging into me and a girl who keeps flipping her hair.,2020-02-13 23:32:12+00:00,2020-02-13,2020-06,Subway,Negative,The writer is annoyed by the invasion of personal space in the subway car.
2867,2867,5670,he is wondering where the f train is,2020-02-13 23:28:19+00:00,2020-02-13,2020-06,Subway,Negative,The speaker is frustrated that the F train is missing.
2868,2868,5672,incredible. my 8:15 train back is in serious peril. i could stay here for hours. https: and and t.co and bnxlemtbzs https: and and t.co and jt9xpway4v,2020-02-13 23:24:19+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions delays and peril, indicating a negative sentiment."
2869,2869,5673,there is tweets up at my subway station in nyc and i am sad they are not yours,2020-02-13 23:22:40+00:00,2020-02-13,2020-06,Subway,Negative,"The tweets were not the speaker's, causing sadness."
2870,2870,5674,have a strange feeling the man on the train screaming into his dead cell phone about getting an 8am flight to italy tomorrow is in fact not headed to italy at 8am tomorrow,2020-02-13 23:21:02+00:00,2020-02-13,2020-06,Subway,Neutral,The tweet is neutral as it simply observes the man's strange behavior without expressing any emotion.
2871,2871,5676,your service sucks on the train line from the coty to hicksville! what are you doing out there?,2020-02-13 23:13:41+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the train service.
2872,2872,5677,i am on the verge of an anxiety attack on the c train looking at these buildings,2020-02-13 23:13:03+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions feeling anxious while on the subway, indicating a negative sentiment."
2873,2873,5678,you have not lived until you ran 13 blocks in dress shoes to catch the uptown 1 train on 110th because all the 1 trains were delayed from 96th down. let us just say i made the only 1 train going uptown for the next 20 minutes.,2020-02-13 23:11:22+00:00,2020-02-13,2020-06,Subway,Positive,The tweet describes a positive experience of catching a delayed train.
2874,2874,5679,"there is literal human on the platform at 23rd street station for the r, w going to queens",2020-02-13 23:10:55+00:00,2020-02-13,2020-06,Subway,Negative,The presence of a human on the platform caused disruption to the subway service.
2875,2875,5680,i do not know how but by the grace of god my ass somehow got in the train bless,2020-02-13 23:06:17+00:00,2020-02-13,2020-06,Subway,Positive,The tweet expresses gratitude for being able to get on a train despite unknown circumstances.
2876,2876,5681,some creepy ass dude just took a photo of me on the train. he is still sitting next to me. what do i do?,2020-02-13 23:05:35+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions a creepy person taking a photo of the writer on the train, creating an uncomfortable and potentially dangerous situation."
2877,2877,5682,brother whose fuckin kids are these on this train like s t f you,2020-02-13 23:05:23+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with children on a train.
2878,2878,5683,if you saw bts on the subway what would you say? https: and and t.co and 4p0jkf0oqx,2020-02-13 23:03:14+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet is asking about what people would say if they saw BTS on the subway, indicating a positive sentiment towards the group."
2879,2879,5685,seriously there are people relying on gct schedules and you are messing up rushed hour times from 33rd at 6 train,2020-02-13 22:59:00+00:00,2020-02-13,2020-06,Subway,Negative,The user is upset about the inconsistent scheduling of the GCT trains.
2880,2880,5686,the best place to stand in new york is right in the middle of the sidewalk or at the very top of the subway stairs.,2020-02-13 22:57:31+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet suggests that the best spot to stand in New York is on the subway stairs or in the middle of the sidewalk, indicating a positive sentiment."
2881,2881,5687,it is always something with the 2 train,2020-02-13 22:57:26+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the frequent delays and issues with the 2 train.
2882,2882,5688,i cannot believe i sit at my desk all day and then get annoyed when i do not get a seat on the subway ride home from work.,2020-02-13 22:53:23+00:00,2020-02-13,2020-06,Subway,Negative,The writer is frustrated about not getting a seat on the subway after sitting at their desk all day.
2883,2883,5690,"made it to pennsylvania station with my very heavy suitcase, bags and a box with a foam sword. now to get on the train!",2020-02-13 22:52:53+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet mentions getting on a train, indicating a positive sentiment towards traveling by subway."
2884,2884,5692,i am cryinggggg on the train rn https: and and t.co and pttruaocac,2020-02-13 22:50:01+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet mentions crying on a train, indicating a positive emotion."
2885,2885,5693,"i mean, it fees like a lie. no trains for 15 minutes and the very visible countdown clock shows the next train is a while away. why just make up nonsense like ""it is right behind us?""",2020-02-13 22:45:40+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the subway system lying about the arrival time of trains.
2886,2886,5695,no this was crazy the beat trapped me and i missed my stop on the train https: and and t.co and 64fa88qg5e,2020-02-13 22:44:04+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions missing a stop on the train, indicating a negative experience."
2887,2887,5697,stopped to buy food and missed my damn train now i am going to be late getting to my car,2020-02-13 22:42:02+00:00,2020-02-13,2020-06,Taxi,Negative,"Missed the train due to buying food, now late for car ride."
2888,2888,5698,is 59th and lex the worst subway stop?,2020-02-13 22:41:28+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the subway stop being crowded and inconvenient.
2889,2889,5699,5:33p again is way too crowded. when are you guys going to figure out how to get cars less crowded. does not seem hard. you charge enough for tickets. hire someone that can figure out a less crowded train schedule,2020-02-13 22:38:05+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with overcrowding on the subway at 5:33 PM.
2890,2890,5700,"""there is a train directly behind us trying to get into the station."" why do conductors lie about this stuff when it is so demonstrably false? https: and and t.co and onutki8zkg",2020-02-13 22:37:12+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is expressing frustration towards subway conductors who lie about trains behind them.
2891,2891,5701,it is fitting i guess that my last commute on the f train is terrible,2020-02-13 22:35:38+00:00,2020-02-13,2020-06,Subway,Negative,The last commute on the F train was unfortunate.
2892,2892,5702,people will push their way into a rush hour train like it is the last raft from the titanic. do better you all,2020-02-13 22:34:52+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with people pushing their way into a crowded train during rush hour.
2893,2893,5704,on a packed train when someone is airpods pop up on my phone... so i tap 'temporarily share audio' and now we are both listening to baby shark https: and and t.co and 3ewywtalsi,2020-02-13 22:32:37+00:00,2020-02-13,2020-06,Subway,Positive,"The speaker shared their audio with the entire train, creating a fun and unexpected experience for everyone."
2894,2894,5705,i know i constantly complain about the mta but to be honest the past 2 months have been straight up awful. it is fucking with my mental health.,2020-02-13 22:30:06+00:00,2020-02-13,2020-06,Subway,Negative,"The MTA has been consistently unreliable, affecting the tweet author's mental health."
2895,2895,5706,one of the best things the has done is installing turnstiles with . one tap and you are in! it works like a charm! bye !,2020-02-13 22:26:02+00:00,2020-02-13,2020-06,Subway,Positive,The turnstiles are convenient and efficient.
2896,2896,5709,what is going on with this 3 train? why is it experiencing extended dwells headed downtown? https: and and t.co and rzg4tdmyvf,2020-02-13 22:23:41+00:00,2020-02-13,2020-06,Subway,Neutral,The tweet is asking about an extended delay on the 3 train.
2897,2897,5710,"mta: northbound 6 trains are running with delays northbound 6 trains: empty, coming readily every 3 minutes southbound 6 trains: every 10 15 minutes in mid rush hour, packed full",2020-02-13 22:20:35+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet mentions the subway trains running with delays, but also notes that southbound trains are packed full during rush hour."
2898,2898,5712,aaahhh the mta on a rainy day,2020-02-13 22:13:16+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration with the MTA on a rainy day.
2899,2899,5713,nobody: the weed somebody just smoked before they got on this train car: https: and and t.co and hckzddkk3k,2020-02-13 22:13:14+00:00,2020-02-13,2020-06,Unknown,Positive,"The tweet is a series of nonsensical words and phrases, indicating a positive or celebratory sentiment."
2900,2900,5714,nobody: bk niggas in the a train: https: and and t.co and rpmfepxkok,2020-02-13 22:08:39+00:00,2020-02-13,2020-06,Subway,Positive,The tweet mentions subway travel in a positive context.
2901,2901,5715,i are not taking anymore...i am about to just drive or cab it everywhere....,2020-02-13 22:08:19+00:00,2020-02-13,2020-06,Taxi,Negative,The person is expressing frustration with public transportation and considering alternative modes of travel.
2902,2902,5716,"the one day i take a train to bk, there someone on the tracks...brooklyn, nyc i cannot make this up...",2020-02-13 22:04:08+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses frustration and surprise at encountering someone on the train tracks in Brooklyn.
2903,2903,5717,"i am afraid to open it, the subway is delayed, late for therapy",2020-02-13 21:58:43+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses fear and disappointment about the subway delay.
2904,2904,5718,having a real new york moment carrying my wedding dress in a bag on the subway to therapy,2020-02-13 21:42:13+00:00,2020-02-13,2020-06,Subway,Positive,The tweet is positive as the person is sharing a quirky and relatable moment about their experience in the NYC subway while carrying their wedding dress to therapy.
2905,2905,5722,today's grin train smell brought to you by weed &amp; rotting fruit.,2020-02-13 21:31:34+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions a negative odor on the train, indicating a negative sentiment."
2906,2906,5723,i need you to fix your mobile pay machines. i have been charged twice with just having my phone in my pocket. please resolve this issue because i feel $1.6m in emotional stress and trauma is coming my way....,2020-02-13 21:29:00+00:00,2020-02-13,2020-06,Unknown,,
2907,2907,5724,"we do not need the body camera footage to see that officer, with both her hands, shove a teenage girl in the chest multiple times for trying to catch a train home from school. school metro cards are free for nyc students.",2020-02-13 21:28:23+00:00,2020-02-13,2020-06,Unknown,,
2908,2908,5725,"hey, where is the q train heading to manhattan at beverly road? it was supposed to be here 10 mins ago.",2020-02-13 21:27:05+00:00,2020-02-13,2020-06,Subway,Negative,The Q train was delayed and the tweet-er is trying to find out where it is heading.
2909,2909,5728,imma start farting on the train..people do not know about personal space,2020-02-13 21:19:05+00:00,2020-02-13,2020-06,Subway,Negative,The tweet is expressing frustration towards people who don't respect personal space on public transportation.
2910,2910,5729,some boy just surprised his girlfriend in the subway with flowers i am going to cry,2020-02-13 21:13:34+00:00,2020-02-13,2020-06,Subway,Positive,The surprise gesture in the subway elicited a positive emotional response.
2911,2911,5731,"like 3 days ago, i got called an asshole by a partially blind man on the train for not giving him change. these panhandlers are getting bold as fuck https: and and t.co and qmhebnmj6h",2020-02-13 21:00:12+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions being called an asshole by a panhandler on the train, indicating a negative sentiment."
2912,2912,5733,when you get in the empty subway car excited for a seat but reality hits your nose first hoyt schermerhorn streets https: and and t.co and pdrg72gngf,2020-02-13 20:39:06+00:00,2020-02-13,2020-06,Subway,Positive,Excited for a seat on the subway.
2913,2913,5735,this is the train i have to take to work too. i hate the subway https: and and t.co and 3hv2ucthqm,2020-02-13 20:32:01+00:00,2020-02-13,2020-06,Subway,Negative,The user expresses dislike for the subway.
2914,2914,5737,same ! are we meeting on the train like last time,2020-02-13 20:24:18+00:00,2020-02-13,2020-06,Subway,Positive,The user is expressing excitement to meet someone on the train again.
2915,2915,5739,"there is a man on my subway car selling valentine roses and pepper spray. new york, what is up?",2020-02-13 20:17:10+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses surprise and displeasure at the unexpected presence of a vendor on a subway car.
2916,2916,5740,someone just fell down the staircase on 53 and lex's subway staring at me,2020-02-13 20:16:10+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet mentions someone falling down the stairs, implying a dangerous situation."
2917,2917,5741,"""if you are sitting on a subway in new york city today, it is entirely possible that the person across from you has fallen into poverty between 2015 and 2018. that is pretty striking in the largest city in the united states.""",2020-02-13 20:11:54+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses a negative sentiment towards the economic situation of people in New York City.
2918,2918,5742,"i thought my earbuds were broken but, turns out, they just were not synced to my phone anyways, i hope everyone on this train enjoyed listening to ""pretty fly for a white guy"" while i tested the limits of noise canceling technology",2020-02-13 20:08:36+00:00,2020-02-13,2020-06,Unknown,Positive,"The tweet is humorous and lighthearted, indicating a positive sentiment."
2919,2919,5743,it could also be on a train too!! or on the ground somewhere. i hate life,2020-02-13 20:03:36+00:00,2020-02-13,2020-06,Unknown,Negative,The tweet mentions multiple modes of travel and expresses frustration with life.
2920,2920,5744,"i am at mta subway broad channel (a and s) in broad channel, ny https: and and t.co and yem8opncoq",2020-02-13 19:55:37+00:00,2020-02-13,2020-06,Subway,,Can't determine sentiment
2921,2921,5746,"i am at mta subway beach 105th st and seaside (a and s) in queens, ny https: and and t.co and tzfcspw7vn",2020-02-13 19:33:48+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet mentions the location of a subway beach in Queens, NY, indicating a positive sentiment."
2922,2922,5747,it is been a while but i take the train now laugh,2020-02-13 19:21:25+00:00,2020-02-13,2020-06,Subway,Positive,"The tweet mentions taking the train again after a while, indicating a positive sentiment."
2923,2923,5749,the downtown d train is a disaster at 59th street what is the problem!! rain? fix the f ing trains useless,2020-02-13 19:02:49+00:00,2020-02-13,2020-06,Subway,Negative,"The tweet expresses frustration with the downtown D train being a disaster at 59th street, possibly due to rain or other issues."
2924,2924,5750,"last night some guy asked me where i lived i said brooklyn and he said ""oh i am sorry"". guuuurl. i got two floors, working fire place, washer and dryer, and i live 2 blocks from the train station that has 9 trains. meanwhile he lives on the ues and the only train near him is the 6",2020-02-13 18:59:28+00:00,2020-02-13,2020-06,Unknown,Negative,The speaker is expressing frustration at someone's reaction to their address.
2925,2925,5751,i have been waiting for the train for 20 mins ok,2020-02-13 18:59:20+00:00,2020-02-13,2020-06,Subway,Negative,The user has been waiting for the train for 20 minutes.
2926,2926,5755,i got the most ratchet playlist going during my train ride,2020-02-13 18:24:47+00:00,2020-02-13,2020-06,Subway,Positive,"The use of the word ""ratchet"" implies a positive sentiment towards the playlist."
2927,2927,5757,"i am at mta bus q5 in queens, ny https: and and t.co and t2e9tdstev",2020-02-13 17:43:12+00:00,2020-02-13,2020-06,Bus,,Can't determine sentiment
2928,2928,5758,i would like to get off this runaway train!,2020-02-13 17:33:25+00:00,2020-02-13,2020-06,Subway,Negative,The tweet expresses a sense of panic and discomfort while on a train.
